time,기온,풍속,풍향,습도,전운량,계산
2018-03-11 18:00,6.8,2.7,250,75,,
2018-03-11 19:00,5.2,1.8,230,83,,
2018-03-11 20:00,3.6,0.7,230,91,,
2018-03-11 21:00,2.6,0.7,200,94,,
2018-03-11 22:00,2.5,0.4,0,95,,
2018-03-11 23:00,1.5,0.6,50,98,,
2018-03-12 0:00,1,0.6,70,98,,
2018-03-12 1:00,0.3,0.2,0,98,,
2018-03-12 2:00,0.2,0,0,98,,
2018-03-12 3:00,-0.8,0.8,360,98,,
2018-03-12 4:00,-1.5,0.3,0,98,,
2018-03-12 5:00,-2,0.2,0,98,,
2018-03-12 6:00,-1.8,0.3,0,98,,
2018-03-12 7:00,-2,0.1,0,98,,
2018-03-12 8:00,-0.9,0.3,0,98,,
2018-03-12 9:00,1.6,0.5,200,98,,
2018-03-12 10:00,4.4,0.9,290,96,,
2018-03-12 11:00,9.7,1.9,250,79,,
2018-03-12 12:00,12.1,3.8,230,49,,
2018-03-12 13:00,13,4.7,200,47,,
2018-03-12 14:00,13.7,5.3,200,46,,
2018-03-12 15:00,13.3,3.8,200,46,,
2018-03-12 16:00,12.4,4,200,45,,
2018-03-12 17:00,11.4,3.9,200,49,,
2018-03-12 18:00,10.1,3.7,200,54,,
2018-03-12 19:00,8.3,2,180,68,,
2018-03-12 20:00,7.7,1.9,160,78,,
2018-03-12 21:00,7.1,1.9,180,84,,
2018-03-12 22:00,5.8,1.1,230,87,,
2018-03-12 23:00,4.3,0.4,0,94,,
2018-03-13 0:00,3.3,0.8,290,96,,
2018-03-13 1:00,4,1.4,250,98,,
2018-03-13 2:00,4.9,0.8,250,96,,
2018-03-13 3:00,5.2,0.4,0,92,,
2018-03-13 4:00,6.1,0.8,290,85,,
2018-03-13 5:00,6.9,1.4,270,76,,
2018-03-13 6:00,6.3,0.7,290,78,,
2018-03-13 7:00,7.9,1,230,65,,
2018-03-13 8:00,9.1,0.7,340,61,,
2018-03-13 9:00,11.2,2.5,200,55,,
2018-03-13 10:00,12.9,4.5,200,48,,
2018-03-13 11:00,13.6,5.9,200,47,,
2018-03-13 12:00,14.4,5,200,49,,
2018-03-13 13:00,14.5,5.9,200,59,,
2018-03-13 14:00,13.6,4.8,200,68,,
2018-03-13 15:00,14,4.5,200,72,,
2018-03-13 16:00,14,4.5,230,71,,
2018-03-13 17:00,12.9,4.3,230,77,,
2018-03-13 18:00,12.3,3.2,200,81,,
2018-03-13 19:00,12.2,2.7,200,81,,
2018-03-13 20:00,11.9,3.2,200,81,,
2018-03-13 21:00,11.8,2.5,200,80,,
2018-03-13 22:00,11.8,1.8,200,78,,
2018-03-13 23:00,12.3,2.6,200,68,,
2018-03-14 0:00,11.8,2.5,180,67,,
2018-03-14 1:00,12,3.2,200,64,,
2018-03-14 2:00,12,2.2,200,67,,
2018-03-14 3:00,11.5,2.7,200,71,,
2018-03-14 4:00,10.5,1.6,200,77,,
2018-03-14 5:00,10.5,1.6,180,80,,
2018-03-14 6:00,10.3,1.6,200,84,,
2018-03-14 7:00,10.6,1.3,230,86,,
2018-03-14 8:00,11.1,0.3,0,85,,
2018-03-14 9:00,13.3,1,270,79,,
2018-03-14 10:00,15.6,3,200,64,,
2018-03-14 11:00,17.5,5.6,200,55,,
2018-03-14 12:00,17.8,5.7,200,55,,
2018-03-14 13:00,19.3,5.2,200,51,,
2018-03-14 14:00,19.8,5.3,230,49,,
2018-03-14 15:00,19.5,5.4,200,50,,
2018-03-14 16:00,19,5,200,50,,
2018-03-14 17:00,18.8,3.9,200,54,,
2018-03-14 18:00,17.1,3.7,180,63,,
2018-03-14 19:00,15.2,2.5,200,75,,
2018-03-14 20:00,14.3,1.6,200,81,,
2018-03-14 21:00,12.8,0.5,360,86,,
2018-03-14 22:00,13.3,0.3,0,84,,
2018-03-14 23:00,13.4,1.1,200,83,,
2018-03-15 0:00,12.6,0.8,230,93,,
2018-03-15 1:00,12.5,0.4,0,94,,
2018-03-15 2:00,12.6,1.6,200,95,,
2018-03-15 3:00,12.3,0.6,340,98,,
2018-03-15 4:00,13.8,2.9,180,98,,
2018-03-15 5:00,12.7,3.3,200,98,,
2018-03-15 6:00,13.5,5.1,200,98,,
2018-03-15 7:00,12.6,4.2,200,98,,
2018-03-15 8:00,13.1,3.2,200,98,,
2018-03-15 9:00,13.2,2.9,200,98,,
2018-03-15 10:00,13.4,2.8,200,98,,
2018-03-15 11:00,13.3,1.9,230,98,,
2018-03-15 12:00,12.9,2.9,270,98,,
2018-03-15 13:00,12.3,2.1,230,98,,
2018-03-15 14:00,11.9,2.8,270,98,,
2018-03-15 15:00,10.9,1.7,320,98,,
2018-03-15 16:00,9.9,2.8,320,98,,
2018-03-15 17:00,8.6,1.6,360,98,,
2018-03-15 18:00,8.6,1.7,340,98,,
2018-03-15 19:00,7.3,1.5,50,98,,
2018-03-15 20:00,7.5,0.4,0,98,,
2018-03-15 21:00,7.3,1,340,98,,
2018-03-15 22:00,6.3,2.4,340,96,,
2018-03-15 23:00,6.3,2.7,340,87,,
2018-03-16 0:00,6.4,2.2,340,81,,
2018-03-16 1:00,6.1,2.2,340,78,,
2018-03-16 2:00,5.2,3.2,360,81,,
2018-03-16 3:00,5.1,2.3,340,83,,
2018-03-16 4:00,5.4,1.6,360,86,,
2018-03-16 5:00,6.3,2.6,50,87,,
2018-03-16 6:00,6.2,2.7,50,75,,
2018-03-16 7:00,5.7,3.3,50,69,,
2018-03-16 8:00,5.9,3.5,50,67,,
2018-03-16 9:00,6.4,3.7,50,65,,
2018-03-16 10:00,7.2,4.1,70,61,,
2018-03-16 11:00,8,3.6,50,60,,
2018-03-16 12:00,9.1,3.8,70,55,,
2018-03-16 13:00,9.4,4,50,54,,
2018-03-16 14:00,10.7,3.5,50,50,,
2018-03-16 15:00,10.8,3.9,70,47,,
2018-03-16 16:00,10.7,3.7,70,45,,
2018-03-16 17:00,10.7,3.2,50,45,,
2018-03-16 18:00,9.7,2,70,47,,
2018-03-16 19:00,8.2,1.3,90,56,,
2018-03-16 20:00,6.7,1.2,70,62,,
2018-03-16 21:00,5.1,1.4,110,70,,
2018-03-16 22:00,3.6,1,20,79,,
2018-03-16 23:00,2.1,0.4,0,86,,
2018-03-17 0:00,2,0.5,290,86,,
2018-03-17 1:00,1.3,0.2,0,85,,
2018-03-17 2:00,0.2,0.4,0,91,,
2018-03-17 3:00,0.2,0.3,0,89,,
2018-03-17 4:00,0.5,0.9,70,85,,
2018-03-17 5:00,-0.9,0.3,0,90,,
2018-03-17 6:00,-1.2,0.3,0,87,,
2018-03-17 7:00,-0.6,0.9,50,90,,
2018-03-17 8:00,1.5,0.5,20,82,,
2018-03-17 9:00,4.8,1.1,70,63,,
2018-03-17 10:00,7.2,1.2,90,55,,
2018-03-17 11:00,9.1,1.7,110,47,,
2018-03-17 12:00,10.7,2,290,43,,
2018-03-17 13:00,11.1,2.1,230,46,,
2018-03-17 14:00,11.8,2.8,250,43,,
2018-03-17 15:00,11.5,2.9,250,52,,
2018-03-17 16:00,11.7,2.4,200,55,,
2018-03-17 17:00,9.2,3.7,250,56,,
2018-03-17 18:00,7.8,3.3,250,65,,
2018-03-17 19:00,6.4,1.2,200,74,,
2018-03-17 20:00,5,0.2,0,82,,
2018-03-17 21:00,3.9,0.6,140,88,,
2018-03-17 22:00,3.1,0.2,0,90,,
2018-03-17 23:00,3.3,0.7,90,90,,
2018-03-18 0:00,2.6,0.8,50,93,,
2018-03-18 1:00,2,0.1,0,95,,
2018-03-18 2:00,3,0.5,20,93,,
2018-03-18 3:00,3.4,0.8,50,90,,
2018-03-18 4:00,2.8,0.6,20,91,,
2018-03-18 5:00,3.9,1.3,20,83,,
2018-03-18 6:00,3.9,1,50,84,,
2018-03-18 7:00,4.1,0.9,110,85,,
2018-03-18 8:00,4.1,0.4,0,86,,
2018-03-18 9:00,4.6,0.7,110,84,,
2018-03-18 10:00,5.7,0.8,290,75,,
2018-03-18 11:00,7,0.6,320,63,,
2018-03-18 12:00,8.4,0.8,50,58,,
2018-03-18 13:00,9.9,0.5,20,56,,
2018-03-18 14:00,10.8,0.9,90,55,,
2018-03-18 15:00,10.9,1.7,20,55,,
2018-03-18 16:00,10.7,1.9,360,58,,
2018-03-18 17:00,9.6,1.9,360,73,,
2018-03-18 18:00,8.1,0.8,20,83,,
2018-03-18 19:00,7.4,1,20,91,,
2018-03-18 20:00,7,2.9,20,91,,
2018-03-18 21:00,6.6,2.1,20,93,,
2018-03-18 22:00,6.1,3.1,20,93,,
2018-03-18 23:00,6.2,3.6,20,94,,
2018-03-19 0:00,6.2,3.7,20,98,,
2018-03-19 1:00,6.2,4,20,98,,
2018-03-19 2:00,6.7,1.6,50,98,,
2018-03-19 3:00,7.1,2.5,20,98,,
2018-03-19 4:00,7.1,2.3,20,98,,
2018-03-19 5:00,6.8,2.5,20,98,,
2018-03-19 6:00,7.2,2.4,20,98,,
2018-03-19 7:00,7,3.2,20,98,,
2018-03-19 8:00,7.3,2.4,360,98,,
2018-03-19 9:00,7.6,3,20,98,,
2018-03-19 10:00,8.5,3.9,50,98,,
2018-03-19 11:00,9.5,3,50,97,,
2018-03-19 12:00,9.7,4.4,50,93,,
2018-03-19 13:00,9.8,4.4,50,90,,
2018-03-19 14:00,9.8,4.1,50,86,,
2018-03-19 15:00,9.8,5.1,50,85,,
2018-03-19 16:00,9.2,4.3,50,85,,
2018-03-19 17:00,8.9,4.3,50,84,,
2018-03-19 18:00,8.7,4.7,50,78,,
2018-03-19 19:00,7.9,4.7,70,77,,
2018-03-19 20:00,7.8,3.6,50,74,,
2018-03-19 21:00,7.6,4.6,70,76,,
2018-03-19 22:00,7.1,4.5,70,79,,
2018-03-19 23:00,6.6,4.1,70,82,,
2018-03-20 0:00,6.3,4.5,70,78,,
2018-03-20 1:00,6,4.4,50,76,,
2018-03-20 2:00,5.7,4.5,70,74,,
2018-03-20 3:00,5.6,4.7,70,68,,
2018-03-20 4:00,5.5,4.4,70,62,,
2018-03-20 5:00,5.5,3.7,50,64,,
2018-03-20 6:00,5.3,2.9,50,59,,
2018-03-20 7:00,4.7,3.1,50,56,,
2018-03-20 8:00,5.2,4.6,70,51,,
2018-03-20 9:00,6.2,5.5,50,49,,
2018-03-20 10:00,7.8,4.9,70,47,,
2018-03-20 11:00,8.8,5.4,70,43,,
2018-03-20 12:00,9.3,5.9,70,41,,
2018-03-20 13:00,10,5.4,50,40,,
2018-03-20 14:00,9.7,4.8,70,39,,
2018-03-20 15:00,9.5,4.7,70,38,,
2018-03-20 16:00,8.9,4.2,50,43,,
2018-03-20 17:00,7.5,4.4,50,45,,
2018-03-20 18:00,6.6,3.9,50,45,,
2018-03-20 19:00,5.7,3.8,50,45,,
2018-03-20 20:00,4.8,4.2,70,44,,
2018-03-20 21:00,4.2,3.3,50,46,,
2018-03-20 22:00,3.6,3.4,50,48,,
2018-03-20 23:00,3.1,3.1,50,49,,
2018-03-21 0:00,2.7,3.8,50,48,,
2018-03-21 1:00,2.5,2.9,50,49,,
2018-03-21 2:00,2.2,3.4,50,50,,
2018-03-21 3:00,2,3.4,50,50,,
2018-03-21 4:00,1.9,3,50,50,,
2018-03-21 5:00,1.9,3,50,50,,
2018-03-21 6:00,1.9,3.4,50,51,,
2018-03-21 7:00,1.7,3,70,56,,
2018-03-21 8:00,0.7,3.2,50,76,,
2018-03-21 9:00,0.4,3.6,20,86,,
2018-03-21 10:00,0.6,3,20,91,,
2018-03-21 11:00,0.7,3.6,20,93,,
2018-03-21 12:00,1.2,2.8,20,92,,
2018-03-21 13:00,1,3.5,20,94,,
2018-03-21 14:00,1.2,3.7,20,94,,
2018-03-21 15:00,1.7,3.3,20,94,,
2018-03-21 16:00,1.4,4,20,95,,
2018-03-21 17:00,0.9,3.3,20,96,,
2018-03-21 18:00,0.9,3.1,20,97,,
2018-03-21 19:00,0.5,2.3,20,98,,
2018-03-21 20:00,0.6,2.3,20,98,,
2018-03-21 21:00,0.6,2.5,20,98,,
2018-03-21 22:00,0.6,2.2,20,98,,
2018-03-21 23:00,0.7,2.5,20,98,,
2018-03-22 0:00,0.9,2.2,360,98,,
2018-03-22 1:00,1.1,1.4,360,98,,
2018-03-22 2:00,0.8,0.4,0,98,,
2018-03-22 3:00,0.4,0.5,50,98,,
2018-03-22 4:00,0.5,0.3,0,98,,
2018-03-22 5:00,0,0.7,50,98,,
2018-03-22 6:00,-0.8,0.1,0,98,,
2018-03-22 7:00,-0.4,0.2,0,98,,
2018-03-22 8:00,1.1,0.3,0,98,,
2018-03-22 9:00,3,1.2,270,93,,
2018-03-22 10:00,4.9,2.4,290,71,,
2018-03-22 11:00,6.6,1.6,290,55,,
2018-03-22 12:00,8.2,1.8,320,50,,
2018-03-22 13:00,8.5,3,230,61,,
2018-03-22 14:00,9.8,3.1,230,51,,
2018-03-22 15:00,10,3.8,270,52,,
2018-03-22 16:00,9.3,3.7,290,46,,
2018-03-22 17:00,8.2,3.1,270,51,,
2018-03-22 18:00,6.7,4,290,52,,
2018-03-22 19:00,4.9,2.5,270,64,,
2018-03-22 20:00,3.4,2,230,87,,
2018-03-22 21:00,3,1.5,200,88,,
2018-03-22 22:00,1.5,0.5,160,91,,
2018-03-22 23:00,0.4,0.6,70,96,,
2018-03-23 0:00,0.1,0.2,0,98,,
2018-03-23 1:00,-0.4,0.4,0,98,,
2018-03-23 2:00,-1.1,0.1,0,98,,
2018-03-23 3:00,-1.8,0.2,0,98,,
2018-03-23 4:00,-2.2,0.4,0,98,,
2018-03-23 5:00,-2.5,0.5,70,98,,
2018-03-23 6:00,-0.8,0.7,200,98,,
2018-03-23 7:00,-1.7,0.1,0,98,,
2018-03-23 8:00,-0.9,0.2,0,98,,
2018-03-23 9:00,0.5,0.7,340,98,,
2018-03-23 10:00,3.6,0.6,230,98,,
2018-03-23 11:00,6.1,2.1,250,91,,
2018-03-23 12:00,8.5,2.1,270,58,,
2018-03-23 13:00,9.7,1.4,230,43,,
2018-03-23 14:00,10.2,2.3,230,47,,
2018-03-23 15:00,10.2,3,230,52,,
2018-03-23 16:00,10.6,3.1,250,51,,
2018-03-23 17:00,9.4,3.5,230,53,,
2018-03-23 18:00,7.9,3.3,230,60,,
2018-03-23 19:00,5.9,2.5,250,67,,
2018-03-23 20:00,4.9,1.8,230,83,,
2018-03-23 21:00,3.9,1.4,230,90,,
2018-03-23 22:00,2.6,0.7,180,94,,
2018-03-23 23:00,1.7,0.2,0,95,,
2018-03-24 0:00,1.2,0.4,0,97,,
2018-03-24 1:00,2,0.5,70,98,,
2018-03-24 2:00,1.7,0.4,0,98,,
2018-03-24 3:00,1.7,0.2,0,93,,
2018-03-24 4:00,2,0.4,0,98,,
2018-03-24 5:00,1.5,0.6,140,96,,
2018-03-24 6:00,0.7,0.1,0,97,,
2018-03-24 7:00,1,0.5,140,94,,
2018-03-24 8:00,3,0.9,200,90,,
2018-03-24 9:00,5.7,2.5,200,82,,
2018-03-24 10:00,7.2,3.7,200,73,,
