일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),전운량(10분위),c일사량
2018-03-13 15:00:00,14.0,4.5,200.0,72.0,0.0,1.4436
2018-03-13 16:00:00,14.0,4.5,230.0,71.0,0.0,0.756
2018-03-13 17:00:00,12.9,4.3,230.0,77.0,0.0,0.1404
2018-03-13 18:00:00,12.3,3.2,200.0,81.0,0.0,0.0
2018-03-13 19:00:00,12.2,2.7,200.0,81.0,0.0,0.0
2018-03-14 07:00:00,10.6,1.3,230.0,86.0,0.0,0.1512
2018-03-14 08:00:00,11.1,0.3,0.0,85.0,0.0,0.774
2018-03-14 09:00:00,13.3,1.0,270.0,79.0,0.0,1.4616
2018-03-14 10:00:00,15.6,3.0,200.0,64.0,0.0,2.0268
2018-03-14 11:00:00,17.5,5.6,200.0,55.0,0.0,2.3904
2018-03-14 12:00:00,17.8,5.7,200.0,55.0,0.0,2.5164
2018-03-14 13:00:00,19.3,5.2,200.0,51.0,0.0,2.3904
2018-03-14 14:00:00,19.8,5.3,230.0,49.0,0.0,2.0268
2018-03-14 15:00:00,19.5,5.4,200.0,50.0,0.0,1.4616
2018-03-14 16:00:00,19.0,5.0,200.0,50.0,0.0,0.774
2018-03-14 17:00:00,18.8,3.9,200.0,54.0,0.0,0.1512
2018-03-14 18:00:00,17.1,3.7,180.0,63.0,0.0,0.0
2018-03-14 19:00:00,15.2,2.5,200.0,75.0,0.0,0.0
2018-03-15 07:00:00,12.6,4.2,200.0,98.0,0.0,0.1584
2018-03-15 08:00:00,13.1,3.2,200.0,98.0,0.0,0.7884
2018-03-15 09:00:00,13.2,2.9,200.0,98.0,0.0,1.4796
2018-03-15 10:00:00,13.4,2.8,200.0,98.0,0.0,2.0448
2018-03-15 11:00:00,13.3,1.9,230.0,98.0,0.0,2.412
2018-03-15 12:00:00,12.9,2.9,270.0,98.0,0.0,2.538
2018-03-15 13:00:00,12.3,2.1,230.0,98.0,0.0,2.412
2018-03-15 14:00:00,11.9,2.8,270.0,98.0,0.0,2.0448
2018-03-15 15:00:00,10.9,1.7,320.0,98.0,0.0,1.4796
2018-03-15 16:00:00,9.9,2.8,320.0,98.0,0.0,0.7884
2018-03-15 17:00:00,8.6,1.6,360.0,98.0,0.0,0.1584
2018-03-15 18:00:00,8.6,1.7,340.0,98.0,0.0,0.0
2018-03-15 19:00:00,7.3,1.5,50.0,98.0,0.0,0.0
2018-03-16 07:00:00,5.7,3.3,50.0,69.0,0.0,0.1692
2018-03-16 08:00:00,5.9,3.5,50.0,67.0,0.0,0.8064
2018-03-16 09:00:00,6.4,3.7,50.0,65.0,0.0,1.4976
2018-03-16 10:00:00,7.2,4.1,70.0,61.0,0.0,2.0628
2018-03-16 11:00:00,8.0,3.6,50.0,60.0,0.0,2.43
2018-03-16 12:00:00,9.1,3.8,70.0,55.0,0.0,2.556
2018-03-16 13:00:00,9.4,4.0,50.0,54.0,0.0,2.43
2018-03-16 14:00:00,10.7,3.5,50.0,50.0,0.0,2.0628
2018-03-16 15:00:00,10.8,3.9,70.0,47.0,0.0,1.4976
2018-03-16 16:00:00,10.7,3.7,70.0,45.0,0.0,0.8064
2018-03-16 17:00:00,10.7,3.2,50.0,45.0,0.0,0.1692
2018-03-16 18:00:00,9.7,2.0,70.0,47.0,0.0,0.0
2018-03-16 19:00:00,8.2,1.3,90.0,56.0,0.0,0.0
2018-03-17 07:00:00,-0.6,0.9,50.0,90.0,0.0,0.18
2018-03-17 08:00:00,1.5,0.5,20.0,82.0,0.0,0.8208
2018-03-17 09:00:00,4.8,1.1,70.0,63.0,0.0,1.5156
2018-03-17 10:00:00,7.2,1.2,90.0,55.0,0.0,2.0808
2018-03-17 11:00:00,9.1,1.7,110.0,47.0,0.0,2.448
2018-03-17 12:00:00,10.7,2.0,290.0,43.0,0.0,2.574
2018-03-17 13:00:00,11.1,2.1,230.0,46.0,0.0,2.448
2018-03-17 14:00:00,11.8,2.8,250.0,43.0,0.0,2.0808
2018-03-17 15:00:00,11.5,2.9,250.0,52.0,0.0,1.5156
2018-03-17 16:00:00,11.7,2.4,200.0,55.0,0.0,0.8208
2018-03-17 17:00:00,9.2,3.7,250.0,56.0,0.0,0.18
2018-03-17 18:00:00,7.8,3.3,250.0,65.0,0.0,0.0
2018-03-17 19:00:00,6.4,1.2,200.0,74.0,0.0,0.0
2018-03-18 07:00:00,4.1,0.9,110.0,85.0,0.0,0.1908
2018-03-18 08:00:00,4.1,0.4,0.0,86.0,0.0,0.8388
2018-03-18 09:00:00,4.6,0.7,110.0,84.0,0.0,1.5336
2018-03-18 10:00:00,5.7,0.8,290.0,75.0,0.0,2.0988
2018-03-18 11:00:00,7.0,0.6,320.0,63.0,0.0,2.466
2018-03-18 12:00:00,8.4,0.8,50.0,58.0,0.0,2.592
2018-03-18 13:00:00,9.9,0.5,20.0,56.0,0.0,2.466
2018-03-18 14:00:00,10.8,0.9,90.0,55.0,0.0,2.0988
2018-03-18 15:00:00,10.9,1.7,20.0,55.0,0.0,1.5336
2018-03-18 16:00:00,10.7,1.9,360.0,58.0,0.0,0.8388
2018-03-18 17:00:00,9.6,1.9,360.0,73.0,0.0,0.1908
2018-03-18 18:00:00,8.1,0.8,20.0,83.0,0.0,0.0
2018-03-18 19:00:00,7.4,1.0,20.0,91.0,0.0,0.0
2018-03-19 07:00:00,7.0,3.2,20.0,98.0,0.0,0.198
2018-03-19 08:00:00,7.3,2.4,360.0,98.0,0.0,0.8532
2018-03-19 09:00:00,7.6,3.0,20.0,98.0,0.0,1.548
2018-03-19 10:00:00,8.5,3.9,50.0,98.0,0.0,2.1168
2018-03-19 11:00:00,9.5,3.0,50.0,97.0,0.0,2.484
2018-03-19 12:00:00,9.7,4.4,50.0,93.0,0.0,2.61
2018-03-19 13:00:00,9.8,4.4,50.0,90.0,0.0,2.484
2018-03-19 14:00:00,9.8,4.1,50.0,86.0,0.0,2.1168
2018-03-19 15:00:00,9.8,5.1,50.0,85.0,0.0,1.548
2018-03-19 16:00:00,9.2,4.3,50.0,85.0,0.0,0.8532
2018-03-19 17:00:00,8.9,4.3,50.0,84.0,0.0,0.198
2018-03-19 18:00:00,8.7,4.7,50.0,78.0,0.0,0.0
2018-03-19 19:00:00,7.9,4.7,70.0,77.0,0.0,0.0
2018-03-20 07:00:00,4.7,3.1,50.0,56.0,0.0,0.2088
2018-03-20 08:00:00,5.2,4.6,70.0,51.0,0.0,0.8712
2018-03-20 09:00:00,6.2,5.5,50.0,49.0,0.0,1.566
2018-03-20 10:00:00,7.8,4.9,70.0,47.0,0.0,2.1348
2018-03-20 11:00:00,8.8,5.4,70.0,43.0,0.0,2.502
2018-03-20 12:00:00,9.3,5.9,70.0,41.0,0.0,2.628
2018-03-20 13:00:00,10.0,5.4,50.0,40.0,0.0,2.502
2018-03-20 14:00:00,9.7,4.8,70.0,39.0,0.0,2.1348
2018-03-20 15:00:00,9.5,4.7,70.0,38.0,0.0,1.566
2018-03-20 16:00:00,8.9,4.2,50.0,43.0,0.0,0.8712
2018-03-20 17:00:00,7.5,4.4,50.0,45.0,0.0,0.2088
2018-03-20 18:00:00,6.6,3.9,50.0,45.0,0.0,0.0
2018-03-20 19:00:00,5.7,3.8,50.0,45.0,0.0,0.0
2018-03-21 07:00:00,1.7,3.0,70.0,56.0,0.0,0.2196
2018-03-21 08:00:00,0.7,3.2,50.0,76.0,0.0,0.8856
2018-03-21 09:00:00,0.4,3.6,20.0,86.0,0.0,1.584
2018-03-21 10:00:00,0.6,3.0,20.0,91.0,0.0,2.1528
2018-03-21 11:00:00,0.7,3.6,20.0,93.0,0.0,2.52
2018-03-21 12:00:00,1.2,2.8,20.0,92.0,0.0,2.646
2018-03-21 13:00:00,1.0,3.5,20.0,94.0,0.0,2.52
2018-03-21 14:00:00,1.2,3.7,20.0,94.0,0.0,2.1528
2018-03-21 15:00:00,1.7,3.3,20.0,94.0,0.0,1.584
2018-03-21 16:00:00,1.4,4.0,20.0,95.0,0.0,0.8856
2018-03-21 17:00:00,0.9,3.3,20.0,96.0,0.0,0.2196
2018-03-21 18:00:00,0.9,3.1,20.0,97.0,0.0,0.0
2018-03-21 19:00:00,0.5,2.3,20.0,98.0,0.0,0.0
2018-03-22 07:00:00,-0.4,0.2,0.0,98.0,0.0,0.234
2018-03-22 08:00:00,1.1,0.3,0.0,98.0,0.0,0.9036
2018-03-22 09:00:00,3.0,1.2,270.0,93.0,0.0,1.602
2018-03-22 10:00:00,4.9,2.4,290.0,71.0,0.0,2.1708
2018-03-22 11:00:00,6.6,1.6,290.0,55.0,0.0,2.538
2018-03-22 12:00:00,8.2,1.8,320.0,50.0,0.0,2.664
2018-03-22 13:00:00,8.5,3.0,230.0,61.0,0.0,2.538
2018-03-22 14:00:00,9.8,3.1,230.0,51.0,0.0,2.1708
2018-03-22 15:00:00,10.0,3.8,270.0,52.0,0.0,1.602
2018-03-22 16:00:00,9.3,3.7,290.0,46.0,0.0,0.9036
2018-03-22 17:00:00,8.2,3.1,270.0,51.0,0.0,0.234
2018-03-22 18:00:00,6.7,4.0,290.0,52.0,0.0,0.0
2018-03-22 19:00:00,4.9,2.5,270.0,64.0,0.0,0.0
2018-03-23 07:00:00,-1.7,0.1,0.0,98.0,0.0,0.2448
2018-03-23 08:00:00,-0.9,0.2,0.0,98.0,0.0,0.918
2018-03-23 09:00:00,0.5,0.7,340.0,98.0,0.0,1.62
2018-03-23 10:00:00,3.6,0.6,230.0,98.0,0.0,2.1888
2018-03-23 11:00:00,6.1,2.1,250.0,91.0,0.0,2.556
2018-03-23 12:00:00,8.5,2.1,270.0,58.0,0.0,2.682
2018-03-23 13:00:00,9.7,1.4,230.0,43.0,0.0,2.556
2018-03-23 14:00:00,10.2,2.3,230.0,47.0,0.0,2.1888
2018-03-23 15:00:00,10.2,3.0,230.0,52.0,0.0,1.62
2018-03-23 16:00:00,10.6,3.1,250.0,51.0,0.0,0.918
2018-03-23 17:00:00,9.4,3.5,230.0,53.0,0.0,0.2448
2018-03-23 18:00:00,7.9,3.3,230.0,60.0,0.0,0.0
2018-03-23 19:00:00,5.9,2.5,250.0,67.0,0.0,0.0
2018-03-24 07:00:00,1.0,0.5,140.0,94.0,0.0,0.2556
2018-03-24 08:00:00,3.0,0.9,200.0,90.0,0.0,0.936
2018-03-24 09:00:00,5.7,2.5,200.0,82.0,0.0,1.638
2018-03-24 10:00:00,7.2,3.7,200.0,73.0,0.0,2.2068
2018-03-24 11:00:00,8.9,3.9,200.0,68.0,0.0,2.574
2018-03-24 12:00:00,10.3,3.2,200.0,66.0,0.0,2.7
2018-03-24 13:00:00,11.2,4.1,230.0,71.0,0.0,2.574
2018-03-24 14:00:00,11.0,4.0,200.0,68.0,0.0,2.2068
2018-03-24 15:00:00,10.0,3.9,270.0,77.0,0.0,1.638
2018-03-24 16:00:00,7.3,3.8,250.0,90.0,0.0,0.936
2018-03-24 17:00:00,6.7,3.1,250.0,95.0,0.0,0.2556
2018-03-24 18:00:00,6.5,3.2,230.0,95.0,0.0,0.0
2018-03-24 19:00:00,6.4,3.1,230.0,94.0,0.0,0.0
2018-03-25 07:00:00,3.2,1.0,110.0,98.0,0.0,0.2664
2018-03-25 08:00:00,3.0,1.5,90.0,98.0,0.0,0.9504
2018-03-25 09:00:00,3.2,1.0,110.0,98.0,0.0,1.6524
2018-03-25 10:00:00,3.9,1.5,180.0,98.0,0.0,2.2248
2018-03-25 11:00:00,5.4,2.1,230.0,98.0,0.0,2.592
2018-03-25 12:00:00,7.6,3.4,250.0,91.0,0.0,2.718
2018-03-25 13:00:00,9.1,3.7,200.0,85.0,0.0,2.592
2018-03-25 14:00:00,11.6,2.8,250.0,76.0,0.0,2.2248
2018-03-25 15:00:00,12.4,2.9,250.0,75.0,0.0,1.6524
2018-03-25 16:00:00,11.8,3.4,250.0,77.0,0.0,0.9504
2018-03-25 17:00:00,9.3,2.9,250.0,86.0,0.0,0.2664
2018-03-25 18:00:00,7.1,3.3,200.0,95.0,0.0,0.0
2018-03-25 19:00:00,6.2,1.9,180.0,98.0,0.0,0.0
2018-03-26 07:00:00,3.3,0.8,200.0,98.0,0.0,0.2772
2018-03-26 08:00:00,3.6,1.6,180.0,98.0,0.0,0.9648
2018-03-26 09:00:00,4.1,1.8,180.0,98.0,0.0,1.6704
2018-03-26 10:00:00,5.8,1.4,230.0,98.0,0.0,2.2392
2018-03-26 11:00:00,7.1,2.5,200.0,98.0,0.0,2.6064
2018-03-26 12:00:00,10.4,2.4,230.0,98.0,0.0,2.7324
2018-03-26 13:00:00,13.9,2.8,200.0,67.0,0.0,2.6064
2018-03-26 14:00:00,15.5,2.6,250.0,59.0,0.0,2.2392
2018-03-26 15:00:00,16.2,3.2,250.0,57.0,0.0,1.6704
2018-03-26 16:00:00,15.8,3.5,230.0,57.0,0.0,0.9648
2018-03-26 17:00:00,15.1,2.8,270.0,59.0,0.0,0.2772
2018-03-26 18:00:00,12.9,2.5,250.0,68.0,0.0,0.0
2018-03-26 19:00:00,11.1,2.0,230.0,76.0,0.0,0.0
2018-03-27 07:00:00,4.6,0.2,0.0,98.0,0.0,0.288
2018-03-27 08:00:00,7.4,0.0,0.0,97.0,0.0,0.9828
2018-03-27 09:00:00,11.3,2.2,230.0,74.0,0.0,1.6848
2018-03-27 10:00:00,14.0,3.9,200.0,59.0,0.0,2.2572
2018-03-27 11:00:00,14.8,4.8,200.0,55.0,0.0,2.6244
2018-03-27 12:00:00,16.1,4.7,200.0,54.0,0.0,2.7504
2018-03-27 13:00:00,16.2,5.7,200.0,55.0,0.0,2.6244
2018-03-27 14:00:00,16.7,5.2,180.0,53.0,0.0,2.2572
2018-03-27 15:00:00,16.3,5.3,200.0,59.0,0.0,1.6848
2018-03-27 16:00:00,14.8,5.2,200.0,66.0,0.0,0.9828
2018-03-27 17:00:00,13.8,5.1,180.0,70.0,0.0,0.288
2018-03-27 18:00:00,12.4,4.8,200.0,76.0,0.0,0.0
2018-03-27 19:00:00,11.1,3.3,200.0,84.0,0.0,0.0
2018-03-28 07:00:00,7.7,1.9,230.0,98.0,0.0,0.3024
2018-03-28 08:00:00,10.0,2.1,230.0,91.0,0.0,0.9972
2018-03-28 09:00:00,12.8,5.2,200.0,75.0,0.0,1.7028
2018-03-28 10:00:00,14.2,6.2,200.0,66.0,0.0,2.2752
2018-03-28 11:00:00,15.9,5.4,200.0,63.0,0.0,2.6388
2018-03-28 12:00:00,16.5,5.6,200.0,60.0,0.0,2.7648
2018-03-28 13:00:00,17.4,5.5,230.0,59.0,0.0,2.6388
2018-03-28 14:00:00,17.2,5.7,180.0,59.0,0.0,2.2752
2018-03-28 15:00:00,17.0,5.3,200.0,64.0,0.0,1.7028
2018-03-28 16:00:00,16.4,5.3,200.0,65.0,0.0,0.9972
2018-03-28 17:00:00,15.1,5.2,200.0,74.0,0.0,0.3024
2018-03-28 18:00:00,13.9,4.1,180.0,82.0,0.0,0.0
2018-03-28 19:00:00,12.8,3.3,200.0,88.0,0.0,0.0
2018-03-29 07:00:00,11.4,0.8,70.0,98.0,0.0,0.3132
2018-03-29 08:00:00,12.7,0.9,290.0,95.0,0.0,1.0116
2018-03-29 09:00:00,14.7,1.3,200.0,82.0,0.0,1.7208
2018-03-29 10:00:00,14.7,1.0,270.0,81.0,0.0,2.2896
2018-03-29 11:00:00,14.9,1.0,360.0,80.0,0.0,2.6568
2018-03-29 12:00:00,15.9,1.3,360.0,76.0,0.0,2.7828
2018-03-29 13:00:00,16.3,1.6,340.0,72.0,0.0,2.6568
2018-03-29 14:00:00,17.8,1.8,320.0,66.0,0.0,2.2896
2018-03-29 15:00:00,18.5,1.6,340.0,63.0,0.0,1.7208
2018-03-29 16:00:00,18.3,2.2,360.0,65.0,0.0,1.0116
